Bus,Month,Route,end,start,type
2,October,1,10/17/2018 22:38,10/17/2018 21:30,running
2,October,1,10/18/2018 0:08,10/17/2018 23:00,running
3,October,1,10/17/2018 7:28,10/17/2018 6:20,running
3,October,1,10/17/2018 8:58,10/17/2018 7:50,running
3,October,1,10/17/2018 10:28,10/17/2018 9:20,running
3,October,1,10/17/2018 11:58,10/17/2018 10:50,running
3,October,1,10/17/2018 13:18,10/17/2018 12:10,running
3,October,1,10/17/2018 14:38,10/17/2018 13:30,running
3,October,1,10/17/2018 15:08,10/17/2018 14:38,charging
3,October,1,10/17/2018 16:38,10/17/2018 15:30,running
3,October,1,10/17/2018 17:58,10/17/2018 16:50,running
3,October,1,10/17/2018 19:18,10/17/2018 18:10,running
3,October,1,10/17/2018 20:48,10/17/2018 19:40,running
3,October,1,10/17/2018 22:08,10/17/2018 21:00,running
3,October,1,10/17/2018 23:38,10/17/2018 22:30,running
3,October,1,10/18/2018 0:08,10/17/2018 23:38,charging
4,October,1,10/17/2018 7:38,10/17/2018 6:30,running
4,October,1,10/17/2018 9:08,10/17/2018 8:00,running
4,October,1,10/17/2018 10:38,10/17/2018 9:30,running
4,October,1,10/17/2018 12:08,10/17/2018 11:00,running
4,October,1,10/17/2018 13:28,10/17/2018 12:20,running
4,October,1,10/17/2018 14:48,10/17/2018 13:40,running
4,October,1,10/17/2018 16:08,10/17/2018 15:00,running
4,October,1,10/17/2018 16:38,10/17/2018 16:08,charging
4,October,1,10/17/2018 18:08,10/17/2018 17:00,running
4,October,1,10/17/2018 19:28,10/17/2018 18:20,running
4,October,1,10/17/2018 20:58,10/17/2018 19:50,running
4,October,1,10/17/2018 22:18,10/17/2018 21:10,running
4,October,1,10/17/2018 23:48,10/17/2018 22:40,running
5,October,1,10/17/2018 7:48,10/17/2018 6:40,running
5,October,1,10/17/2018 9:18,10/17/2018 8:10,running
5,October,1,10/17/2018 10:48,10/17/2018 9:40,running
5,October,1,10/17/2018 12:18,10/17/2018 11:10,running
5,October,1,10/17/2018 13:48,10/17/2018 12:40,running
5,October,1,10/17/2018 15:18,10/17/2018 14:10,running
5,October,1,10/17/2018 16:48,10/17/2018 15:40,running
5,October,1,10/17/2018 18:18,10/17/2018 17:10,running
5,October,1,10/17/2018 18:48,10/17/2018 18:18,charging
5,October,1,10/17/2018 20:18,10/17/2018 19:10,running
5,October,1,10/17/2018 21:38,10/17/2018 20:30,running
5,October,1,10/17/2018 22:58,10/17/2018 21:50,running
5,October,1,10/18/2018 0:18,10/17/2018 23:10,running
6,October,1,10/17/2018 7:58,10/17/2018 6:50,running
6,October,1,10/17/2018 9:28,10/17/2018 8:20,running
6,October,1,10/17/2018 10:58,10/17/2018 9:50,running
6,October,1,10/17/2018 12:28,10/17/2018 11:20,running
6,October,1,10/17/2018 13:58,10/17/2018 12:50,running
6,October,1,10/17/2018 15:28,10/17/2018 14:20,running
6,October,1,10/17/2018 16:58,10/17/2018 15:50,running
6,October,1,10/17/2018 18:28,10/17/2018 17:20,running
6,October,1,10/17/2018 19:48,10/17/2018 18:40,running
6,October,1,10/17/2018 20:18,10/17/2018 19:48,charging
6,October,1,10/17/2018 21:48,10/17/2018 20:40,running
6,October,1,10/17/2018 23:08,10/17/2018 22:00,running
6,October,1,10/18/2018 0:28,10/17/2018 23:20,running
7,October,1,10/17/2018 8:08,10/17/2018 7:00,running
7,October,1,10/17/2018 9:38,10/17/2018 8:30,running
7,October,1,10/17/2018 11:08,10/17/2018 10:00,running
7,October,1,10/17/2018 12:38,10/17/2018 11:30,running
7,October,1,10/17/2018 14:08,10/17/2018 13:00,running
7,October,1,10/17/2018 15:38,10/17/2018 14:30,running
7,October,1,10/17/2018 17:08,10/17/2018 16:00,running
7,October,1,10/17/2018 18:38,10/17/2018 17:30,running
7,October,1,10/17/2018 19:58,10/17/2018 18:50,running
7,October,1,10/17/2018 21:18,10/17/2018 20:10,running
7,October,1,10/17/2018 21:48,10/17/2018 21:18,charging
7,October,1,10/17/2018 23:18,10/17/2018 22:10,running
7,October,1,10/18/2018 0:38,10/17/2018 23:30,running
8,October,1,10/17/2018 8:18,10/17/2018 7:10,running
8,October,1,10/17/2018 9:48,10/17/2018 8:40,running
8,October,1,10/17/2018 11:18,10/17/2018 10:10,running
8,October,1,10/17/2018 12:48,10/17/2018 11:40,running
8,October,1,10/17/2018 14:18,10/17/2018 13:10,running
8,October,1,10/17/2018 15:48,10/17/2018 14:40,running
8,October,1,10/17/2018 17:18,10/17/2018 16:10,running
8,October,1,10/17/2018 18:48,10/17/2018 17:40,running
8,October,1,10/17/2018 20:08,10/17/2018 19:00,running
8,October,1,10/17/2018 21:28,10/17/2018 20:20,running
8,October,1,10/17/2018 22:48,10/17/2018 21:40,running
8,October,1,10/17/2018 23:18,10/17/2018 22:48,charging
8,October,1,10/18/2018 0:48,10/17/2018 23:40,running
9,October,1,10/17/2018 8:28,10/17/2018 7:20,running
9,October,1,10/17/2018 9:58,10/17/2018 8:50,running
9,October,1,10/17/2018 11:28,10/17/2018 10:20,running
9,October,1,10/17/2018 12:58,10/17/2018 11:50,running
9,October,1,10/17/2018 14:28,10/17/2018 13:20,running
9,October,1,10/17/2018 15:58,10/17/2018 14:50,running
9,October,1,10/17/2018 17:28,10/17/2018 16:20,running
9,October,1,10/17/2018 18:58,10/17/2018 17:50,running
9,October,1,10/17/2018 20:28,10/17/2018 19:20,running
9,October,1,10/17/2018 21:58,10/17/2018 20:50,running
9,October,1,10/17/2018 23:28,10/17/2018 22:20,running
9,October,1,10/18/2018 0:58,10/17/2018 23:50,running
1,January,1,1/17/2018 7:08,1/17/2018 6:00,running
1,January,1,1/17/2018 8:38,1/17/2018 7:30,running
1,January,1,1/17/2018 10:08,1/17/2018 9:00,running
1,January,1,1/17/2018 11:38,1/17/2018 10:30,running
1,January,1,1/17/2018 12:08,1/17/2018 11:38,charging
1,January,1,1/17/2018 13:38,1/17/2018 12:30,running
1,January,1,1/17/2018 14:58,1/17/2018 13:50,running
1,January,1,1/17/2018 16:18,1/17/2018 15:10,running
1,January,1,1/17/2018 17:38,1/17/2018 16:30,running
1,January,1,1/17/2018 18:08,1/17/2018 17:38,charging
1,January,1,1/17/2018 19:38,1/17/2018 18:30,running
1,January,1,1/17/2018 21:08,1/17/2018 20:00,running
1,January,1,1/17/2018 22:28,1/17/2018 21:20,running
1,January,1,1/17/2018 23:58,1/17/2018 22:50,running
2,January,1,1/17/2018 7:18,1/17/2018 6:10,running
2,January,1,1/17/2018 8:48,1/17/2018 7:40,running
2,January,1,1/17/2018 10:18,1/17/2018 9:10,running
2,January,1,1/17/2018 11:48,1/17/2018 10:40,running
2,January,1,1/17/2018 13:08,1/17/2018 12:00,running
2,January,1,1/17/2018 13:38,1/17/2018 13:08,charging
2,January,1,1/17/2018 15:08,1/17/2018 14:00,running
2,January,1,1/17/2018 16:28,1/17/2018 15:20,running
2,January,1,1/17/2018 17:48,1/17/2018 16:40,running
2,January,1,1/17/2018 19:08,1/17/2018 18:00,running
2,January,1,1/17/2018 20:38,1/17/2018 19:30,running
2,January,1,1/17/2018 21:08,1/17/2018 20:38,charging
2,January,1,1/17/2018 22:38,1/17/2018 21:30,running
2,January,1,1/18/2018 0:08,1/17/2018 23:00,running
3,January,1,1/17/2018 7:28,1/17/2018 6:20,running
3,January,1,1/17/2018 8:58,1/17/2018 7:50,running
3,January,1,1/17/2018 10:28,1/17/2018 9:20,running
3,January,1,1/17/2018 11:58,1/17/2018 10:50,running
3,January,1,1/17/2018 13:18,1/17/2018 12:10,running
3,January,1,1/17/2018 14:38,1/17/2018 13:30,running
3,January,1,1/17/2018 15:08,1/17/2018 14:38,charging
3,January,1,1/17/2018 16:38,1/17/2018 15:30,running
3,January,1,1/17/2018 17:58,1/17/2018 16:50,running
3,January,1,1/17/2018 19:18,1/17/2018 18:10,running
3,January,1,1/17/2018 20:48,1/17/2018 19:40,running
3,January,1,1/17/2018 22:08,1/17/2018 21:00,running
3,January,1,1/17/2018 23:38,1/17/2018 22:30,running
3,January,1,1/18/2018 0:08,1/17/2018 23:38,charging
4,January,1,1/17/2018 7:38,1/17/2018 6:30,running
4,January,1,1/17/2018 9:08,1/17/2018 8:00,running
4,January,1,1/17/2018 10:38,1/17/2018 9:30,running
4,January,1,1/17/2018 12:08,1/17/2018 11:00,running
4,January,1,1/17/2018 13:28,1/17/2018 12:20,running
4,January,1,1/17/2018 14:48,1/17/2018 13:40,running
4,January,1,1/17/2018 16:08,1/17/2018 15:00,running
4,January,1,1/17/2018 16:38,1/17/2018 16:08,charging
4,January,1,1/17/2018 18:08,1/17/2018 17:00,running
4,January,1,1/17/2018 19:28,1/17/2018 18:20,running
4,January,1,1/17/2018 20:58,1/17/2018 19:50,running
4,January,1,1/17/2018 22:18,1/17/2018 21:10,running
4,January,1,1/17/2018 23:48,1/17/2018 22:40,running
4,January,1,1/18/2018 0:58,1/17/2018 23:50,running
5,January,1,1/17/2018 7:48,1/17/2018 6:40,running
5,January,1,1/17/2018 9:18,1/17/2018 8:10,running
5,January,1,1/17/2018 10:48,1/17/2018 9:40,running
5,January,1,1/17/2018 12:18,1/17/2018 11:10,running
5,January,1,1/17/2018 13:48,1/17/2018 12:40,running
5,January,1,1/17/2018 15:18,1/17/2018 14:10,running
5,January,1,1/17/2018 16:48,1/17/2018 15:40,running
5,January,1,1/17/2018 18:18,1/17/2018 17:10,running
5,January,1,1/17/2018 18:48,1/17/2018 18:18,charging
5,January,1,1/17/2018 20:18,1/17/2018 19:10,running
5,January,1,1/17/2018 21:38,1/17/2018 20:30,running
5,January,1,1/17/2018 22:58,1/17/2018 21:50,running
5,January,1,1/18/2018 0:18,1/17/2018 23:10,running
6,January,1,1/17/2018 7:58,1/17/2018 6:50,running
6,January,1,1/17/2018 9:28,1/17/2018 8:20,running
6,January,1,1/17/2018 10:58,1/17/2018 9:50,running
6,January,1,1/17/2018 12:28,1/17/2018 11:20,running
6,January,1,1/17/2018 13:58,1/17/2018 12:50,running
6,January,1,1/17/2018 15:28,1/17/2018 14:20,running
6,January,1,1/17/2018 16:58,1/17/2018 15:50,running
6,January,1,1/17/2018 18:28,1/17/2018 17:20,running
6,January,1,1/17/2018 19:48,1/17/2018 18:40,running
6,January,1,1/17/2018 20:18,1/17/2018 19:48,charging
6,January,1,1/17/2018 21:48,1/17/2018 20:40,running
6,January,1,1/17/2018 23:08,1/17/2018 22:00,running
6,January,1,1/18/2018 0:28,1/17/2018 23:20,running
7,January,1,1/17/2018 8:08,1/17/2018 7:00,running
7,January,1,1/17/2018 9:38,1/17/2018 8:30,running
7,January,1,1/17/2018 11:08,1/17/2018 10:00,running
7,January,1,1/17/2018 12:38,1/17/2018 11:30,running
7,January,1,1/17/2018 14:08,1/17/2018 13:00,running
7,January,1,1/17/2018 15:38,1/17/2018 14:30,running
7,January,1,1/17/2018 17:08,1/17/2018 16:00,running
7,January,1,1/17/2018 18:38,1/17/2018 17:30,running
7,January,1,1/17/2018 19:58,1/17/2018 18:50,running
7,January,1,1/17/2018 21:18,1/17/2018 20:10,running
7,January,1,1/17/2018 21:48,1/17/2018 21:18,charging
7,January,1,1/17/2018 23:18,1/17/2018 22:10,running
7,January,1,1/18/2018 0:38,1/17/2018 23:30,running
8,January,1,1/17/2018 8:18,1/17/2018 7:10,running
8,January,1,1/17/2018 9:48,1/17/2018 8:40,running
8,January,1,1/17/2018 11:18,1/17/2018 10:10,running
8,January,1,1/17/2018 12:48,1/17/2018 11:40,running
8,January,1,1/17/2018 14:18,1/17/2018 13:10,running
8,January,1,1/17/2018 15:48,1/17/2018 14:40,running
8,January,1,1/17/2018 17:18,1/17/2018 16:10,running
8,January,1,1/17/2018 18:48,1/17/2018 17:40,running
8,January,1,1/17/2018 20:08,1/17/2018 19:00,running
8,January,1,1/17/2018 21:28,1/17/2018 20:20,running
8,January,1,1/17/2018 22:48,1/17/2018 21:40,running
8,January,1,1/17/2018 23:18,1/17/2018 22:48,charging
8,January,1,1/18/2018 0:48,1/17/2018 23:40,running
9,January,1,1/17/2018 8:28,1/17/2018 7:20,running
9,January,1,1/17/2018 9:58,1/17/2018 8:50,running
9,January,1,1/17/2018 11:28,1/17/2018 10:20,running
9,January,1,1/17/2018 12:58,1/17/2018 11:50,running
9,January,1,1/17/2018 14:28,1/17/2018 13:20,running
9,January,1,1/17/2018 15:58,1/17/2018 14:50,running
9,January,1,1/17/2018 17:28,1/17/2018 16:20,running
9,January,1,1/17/2018 18:58,1/17/2018 17:50,running
9,January,1,1/17/2018 20:28,1/17/2018 19:20,running
9,January,1,1/17/2018 21:58,1/17/2018 20:50,running
9,January,1,1/17/2018 23:28,1/17/2018 22:20,running
9,January,1,1/17/2018 23:58,1/17/2018 23:28,charging
1,November,1,11/17/2018 7:08,11/17/2018 6:00,running
1,November,1,11/17/2018 8:38,11/17/2018 7:30,running
1,November,1,11/17/2018 10:08,11/17/2018 9:00,running
1,November,1,11/17/2018 11:38,11/17/2018 10:30,running
1,November,1,11/17/2018 12:08,11/17/2018 11:38,charging
1,November,1,11/17/2018 13:38,11/17/2018 12:30,running
1,November,1,11/17/2018 14:58,11/17/2018 13:50,running
1,November,1,11/17/2018 16:18,11/17/2018 15:10,running
1,November,1,11/17/2018 17:38,11/17/2018 16:30,running
1,November,1,11/17/2018 18:08,11/17/2018 17:38,charging
1,November,1,11/17/2018 19:38,11/17/2018 18:30,running
1,November,1,11/17/2018 21:08,11/17/2018 20:00,running
1,November,1,11/17/2018 22:28,11/17/2018 21:20,running
1,November,1,11/17/2018 23:58,11/17/2018 22:50,running
2,November,1,11/17/2018 7:18,11/17/2018 6:10,running
2,November,1,11/17/2018 8:48,11/17/2018 7:40,running
2,November,1,11/17/2018 10:18,11/17/2018 9:10,running
2,November,1,11/17/2018 11:48,11/17/2018 10:40,running
2,November,1,11/17/2018 13:08,11/17/2018 12:00,running
2,November,1,11/17/2018 13:38,11/17/2018 13:08,charging
2,November,1,11/17/2018 15:08,11/17/2018 14:00,running
2,November,1,11/17/2018 16:28,11/17/2018 15:20,running
2,November,1,11/17/2018 17:48,11/17/2018 16:40,running
2,November,1,11/17/2018 19:08,11/17/2018 18:00,running
2,November,1,11/17/2018 20:38,11/17/2018 19:30,running
2,November,1,11/17/2018 21:08,11/17/2018 20:38,charging
2,November,1,11/17/2018 22:38,11/17/2018 21:30,running
2,November,1,11/18/2018 0:08,11/17/2018 23:00,running
3,November,1,11/17/2018 7:28,11/17/2018 6:20,running
3,November,1,11/17/2018 8:58,11/17/2018 7:50,running
3,November,1,11/17/2018 10:28,11/17/2018 9:20,running
3,November,1,11/17/2018 11:58,11/17/2018 10:50,running
3,November,1,11/17/2018 13:18,11/17/2018 12:10,running
3,November,1,11/17/2018 14:38,11/17/2018 13:30,running
3,November,1,11/17/2018 15:08,11/17/2018 14:38,charging
3,November,1,11/17/2018 16:38,11/17/2018 15:30,running
3,November,1,11/17/2018 17:58,11/17/2018 16:50,running
3,November,1,11/17/2018 19:18,11/17/2018 18:10,running
3,November,1,11/17/2018 20:48,11/17/2018 19:40,running
3,November,1,11/17/2018 22:08,11/17/2018 21:00,running
3,November,1,11/17/2018 23:38,11/17/2018 22:30,running
3,November,1,11/18/2018 0:08,11/17/2018 23:38,charging
4,November,1,11/17/2018 7:38,11/17/2018 6:30,running
